node_id,throughput_avg,delay_avg,jitter_avg,energy_consumed
0,4.45608,0.729648,0.448403,0
1,4.45608,0.729648,0.448403,0
2,4.45608,0.729648,0.448403,0
3,4.45608,0.729648,0.448403,0
4,4.45608,0.729648,0.448403,0
5,4.45608,0.729648,0.448403,0
6,4.45608,0.729648,0.448403,0
7,4.45608,0.729648,0.448403,0
8,4.45608,0.729648,0.448403,0
9,4.45608,0.729648,0.448403,0
10,4.45608,0.729648,0.448403,0
11,4.45608,0.729648,0.448403,0
12,4.45608,0.729648,0.448403,0
13,4.45608,0.729648,0.448403,0
14,4.45608,0.729648,0.448403,0
15,4.45608,0.729648,0.448403,0
16,4.45608,0.729648,0.448403,0
17,4.45608,0.729648,0.448403,0
18,4.45608,0.729648,0.448403,0
19,4.45608,0.729648,0.448403,0
20,4.45608,0.729648,0.448403,0
21,4.45608,0.729648,0.448403,0
22,4.45608,0.729648,0.448403,0
23,4.45608,0.729648,0.448403,0
24,4.45608,0.729648,0.448403,0
25,4.45608,0.729648,0.448403,0
26,4.45608,0.729648,0.448403,0
27,4.45608,0.729648,0.448403,0
28,4.45608,0.729648,0.448403,0
29,4.45608,0.729648,0.448403,0
30,4.45608,0.729648,0.448403,0
31,4.45608,0.729648,0.448403,0
32,4.45608,0.729648,0.448403,0
