node_id,throughput_avg,delay_avg,jitter_avg,energy_consumed
0,1038.56,1.55287,0.950832,0
1,1038.56,1.55287,0.950832,0
2,1038.56,1.55287,0.950832,0
3,1038.56,1.55287,0.950832,0
4,1038.56,1.55287,0.950832,0
5,1038.56,1.55287,0.950832,0
6,1038.56,1.55287,0.950832,0
7,1038.56,1.55287,0.950832,0
8,1038.56,1.55287,0.950832,0
9,1038.56,1.55287,0.950832,0
10,1038.56,1.55287,0.950832,0
11,1038.56,1.55287,0.950832,0
12,1038.56,1.55287,0.950832,0
13,1038.56,1.55287,0.950832,0
14,1038.56,1.55287,0.950832,0
15,1038.56,1.55287,0.950832,0
16,1038.56,1.55287,0.950832,0
17,1038.56,1.55287,0.950832,0
18,1038.56,1.55287,0.950832,0
19,1038.56,1.55287,0.950832,0
20,1038.56,1.55287,0.950832,0
21,1038.56,1.55287,0.950832,0
22,1038.56,1.55287,0.950832,0
23,1038.56,1.55287,0.950832,0
24,1038.56,1.55287,0.950832,0
25,1038.56,1.55287,0.950832,0
26,1038.56,1.55287,0.950832,0
27,1038.56,1.55287,0.950832,0
28,1038.56,1.55287,0.950832,0
29,1038.56,1.55287,0.950832,0
30,1038.56,1.55287,0.950832,0
31,1038.56,1.55287,0.950832,0
