node_id,throughput_avg,delay_avg,jitter_avg,energy_consumed
0,3.48336,0.851215,0.471994,0
1,3.48336,0.851215,0.471994,0
2,3.48336,0.851215,0.471994,0
3,3.48336,0.851215,0.471994,0
4,3.48336,0.851215,0.471994,0
5,3.48336,0.851215,0.471994,0
6,3.48336,0.851215,0.471994,0
7,3.48336,0.851215,0.471994,0
8,3.48336,0.851215,0.471994,0
9,3.48336,0.851215,0.471994,0
10,3.48336,0.851215,0.471994,0
11,3.48336,0.851215,0.471994,0
12,3.48336,0.851215,0.471994,0
13,3.48336,0.851215,0.471994,0
14,3.48336,0.851215,0.471994,0
15,3.48336,0.851215,0.471994,0
16,3.48336,0.851215,0.471994,0
17,3.48336,0.851215,0.471994,0
18,3.48336,0.851215,0.471994,0
19,3.48336,0.851215,0.471994,0
20,3.48336,0.851215,0.471994,0
21,3.48336,0.851215,0.471994,0
22,3.48336,0.851215,0.471994,0
23,3.48336,0.851215,0.471994,0
24,3.48336,0.851215,0.471994,0
25,3.48336,0.851215,0.471994,0
26,3.48336,0.851215,0.471994,0
27,3.48336,0.851215,0.471994,0
28,3.48336,0.851215,0.471994,0
29,3.48336,0.851215,0.471994,0
