node_id,throughput_avg,delay_avg,jitter_avg,energy_consumed
0,467.37,0.481182,0.425039,0
1,467.37,0.481182,0.425039,0
2,467.37,0.481182,0.425039,0
3,467.37,0.481182,0.425039,0
4,467.37,0.481182,0.425039,0
5,467.37,0.481182,0.425039,0
6,467.37,0.481182,0.425039,0
7,467.37,0.481182,0.425039,0
8,467.37,0.481182,0.425039,0
9,467.37,0.481182,0.425039,0
10,467.37,0.481182,0.425039,0
11,467.37,0.481182,0.425039,0
12,467.37,0.481182,0.425039,0
13,467.37,0.481182,0.425039,0
14,467.37,0.481182,0.425039,0
15,467.37,0.481182,0.425039,0
16,467.37,0.481182,0.425039,0
17,467.37,0.481182,0.425039,0
18,467.37,0.481182,0.425039,0
19,467.37,0.481182,0.425039,0
20,467.37,0.481182,0.425039,0
21,467.37,0.481182,0.425039,0
22,467.37,0.481182,0.425039,0
23,467.37,0.481182,0.425039,0
24,467.37,0.481182,0.425039,0
25,467.37,0.481182,0.425039,0
26,467.37,0.481182,0.425039,0
27,467.37,0.481182,0.425039,0
28,467.37,0.481182,0.425039,0
29,467.37,0.481182,0.425039,0
30,467.37,0.481182,0.425039,0
31,467.37,0.481182,0.425039,0
