timestamp,protocolo,nodos_fijos,nodos_moviles,nodos_maliciosos,nodos_interferentes,throughput_promedio,throughput_maximo,delay_promedio,delay_maximo,delay_minimo,jitter_promedio,perdida_paquetes,pdr,paquetes_totales,paquetes_perdidos,numero_flujos,tiempo_simulacion
2025-06-03 09:22:40,OLSR,20,10,0,3,1.026000,32.832000,0.294668,4.176909,0.002101,0.297151,40.818584,59.181416,904,369,32,60.000000
