protocol,mean,std,min,max
AODV,70.865159175,12.903568348532794,43.772904,89.255478
DSDV,53.80369292499999,15.510850759228468,21.884218,85.305151
DSR,57.5,50.064061525312326,0.0,100.0
OLSR,48.9488298,12.451796557226958,25.753123,90.50791
