protocol,config,impact
AODV,mal_no_int,-20.162458348530635
AODV,int_no_mal,7.299957430604359
AODV,mal_int,-13.929488846986226
OLSR,mal_no_int,13.136483197981555
OLSR,int_no_mal,0.516775968179989
OLSR,mal_int,1.698542674302465
DSDV,mal_no_int,3.2088127719453374
DSDV,int_no_mal,-16.958256319999055
DSDV,mal_int,-13.120124420887583
