config,mean,std,min,max
int_no_mal,0.4017063503558086,0.4080761542970264,0.0,1.7855357142857142
mal_int,0.834514043087259,0.6567739343131034,0.0671836935866983,3.496195
mal_no_int,0.8130568101706063,0.5071264141005545,0.118164,2.08444
no_mal_no_int,0.41174452500000003,0.46672913307300234,0.0,1.799598
