protocol,config,impact
AODV,mal_no_int,63.68167731033692
AODV,int_no_mal,-23.056391509362857
AODV,mal_int,43.99529058004771
OLSR,mal_no_int,-11.714807460848835
OLSR,int_no_mal,-0.4608486819784717
OLSR,mal_int,-1.5147204996650876
DSDV,mal_no_int,-4.373118579211846
DSDV,int_no_mal,23.11149669822119
DSDV,mal_int,17.88071288178358
