config,mean,std,min,max
int_no_mal,51.69428505,30.3548081862491,0.0,100.0
mal_int,65.855924875,24.748514683325656,23.460518,100.0
mal_no_int,68.374910075,23.251555890612153,21.884218,100.0
no_mal_no_int,45.1925619,29.72188736603347,0.0,88.739946
