protocol,mean,std,min,max
AODV,1.053345525,0.32066721869164494,0.349292,1.799598
DSDV,0.7602518,0.5489488388637473,0.09763,2.08444
DSR,0.20253422861367376,0.313593275849355,0.0,1.7855357142857142
OLSR,0.444890175,0.5711244608866989,0.02412,3.496195
