config,mean,std,min,max
int_no_mal,0.28978329814394543,0.2355193318529284,0.0,0.824181
mal_int,0.6152830326965872,0.42199121699703473,0.120161605231867,2.71863
mal_no_int,0.6016194532372117,0.3081983541434667,0.080592,1.488895
no_mal_no_int,0.31739364999999997,0.3833732809420664,0.0,1.612115
