config,mean,std,min,max
int_no_mal,1.4683048500000002,4.542831952297912,0.0,24.9856
mal_int,9.733814483333333,11.520557683381226,0.090686,57.5488
mal_no_int,8.603110891666667,6.793387718181534,0.097116,21.567484
no_mal_no_int,0.468022825,0.4695880798183461,0.0,1.488
