config,mean,std,min,max
int_no_mal,30.80571495,23.377153953102425,0.0,73.385301
mal_int,34.144075125,24.748514683325656,0.0,76.539482
mal_no_int,31.625089924999997,23.251555890612156,0.0,78.115782
no_mal_no_int,29.807438100000002,22.111088502220472,0.0,62.110312
