protocol,config,impact
AODV,mal_no_int,26.072172068030554
AODV,int_no_mal,-8.686577375295043
AODV,mal_int,21.227204977142776
OLSR,mal_no_int,245.69618959563022
OLSR,int_no_mal,6.749373680617321
OLSR,mal_int,423.65712468154913
DSDV,mal_no_int,112.46203874993807
DSDV,int_no_mal,-32.97871482814125
DSDV,mal_int,104.21246553208705
