node_id,throughput_avg,delay_avg,jitter_avg,energy_consumed
0,3.5306,0.566714,0.336355,0
1,3.5306,0.566714,0.336355,0
2,3.5306,0.566714,0.336355,0
3,3.5306,0.566714,0.336355,0
4,3.5306,0.566714,0.336355,0
5,3.5306,0.566714,0.336355,0
6,3.5306,0.566714,0.336355,0
7,3.5306,0.566714,0.336355,0
8,3.5306,0.566714,0.336355,0
9,3.5306,0.566714,0.336355,0
10,3.5306,0.566714,0.336355,0
11,3.5306,0.566714,0.336355,0
12,3.5306,0.566714,0.336355,0
13,3.5306,0.566714,0.336355,0
14,3.5306,0.566714,0.336355,0
15,3.5306,0.566714,0.336355,0
16,3.5306,0.566714,0.336355,0
17,3.5306,0.566714,0.336355,0
18,3.5306,0.566714,0.336355,0
19,3.5306,0.566714,0.336355,0
20,3.5306,0.566714,0.336355,0
21,3.5306,0.566714,0.336355,0
22,3.5306,0.566714,0.336355,0
23,3.5306,0.566714,0.336355,0
24,3.5306,0.566714,0.336355,0
25,3.5306,0.566714,0.336355,0
26,3.5306,0.566714,0.336355,0
27,3.5306,0.566714,0.336355,0
28,3.5306,0.566714,0.336355,0
29,3.5306,0.566714,0.336355,0
