node_id,throughput_avg,delay_avg,jitter_avg,energy_consumed
0,943.293,1.08177,0.572457,0
1,943.293,1.08177,0.572457,0
2,943.293,1.08177,0.572457,0
3,943.293,1.08177,0.572457,0
4,943.293,1.08177,0.572457,0
5,943.293,1.08177,0.572457,0
6,943.293,1.08177,0.572457,0
7,943.293,1.08177,0.572457,0
8,943.293,1.08177,0.572457,0
9,943.293,1.08177,0.572457,0
10,943.293,1.08177,0.572457,0
11,943.293,1.08177,0.572457,0
12,943.293,1.08177,0.572457,0
13,943.293,1.08177,0.572457,0
14,943.293,1.08177,0.572457,0
15,943.293,1.08177,0.572457,0
16,943.293,1.08177,0.572457,0
17,943.293,1.08177,0.572457,0
18,943.293,1.08177,0.572457,0
19,943.293,1.08177,0.572457,0
20,943.293,1.08177,0.572457,0
21,943.293,1.08177,0.572457,0
22,943.293,1.08177,0.572457,0
23,943.293,1.08177,0.572457,0
24,943.293,1.08177,0.572457,0
25,943.293,1.08177,0.572457,0
26,943.293,1.08177,0.572457,0
27,943.293,1.08177,0.572457,0
28,943.293,1.08177,0.572457,0
29,943.293,1.08177,0.572457,0
30,943.293,1.08177,0.572457,0
31,943.293,1.08177,0.572457,0
