node_id,throughput_avg,delay_avg,jitter_avg,energy_consumed
0,24.3621,0.958115,0.61496,0
1,24.3621,0.958115,0.61496,0
2,24.3621,0.958115,0.61496,0
3,24.3621,0.958115,0.61496,0
4,24.3621,0.958115,0.61496,0
5,24.3621,0.958115,0.61496,0
6,24.3621,0.958115,0.61496,0
7,24.3621,0.958115,0.61496,0
8,24.3621,0.958115,0.61496,0
9,24.3621,0.958115,0.61496,0
10,24.3621,0.958115,0.61496,0
11,24.3621,0.958115,0.61496,0
12,24.3621,0.958115,0.61496,0
13,24.3621,0.958115,0.61496,0
14,24.3621,0.958115,0.61496,0
15,24.3621,0.958115,0.61496,0
16,24.3621,0.958115,0.61496,0
17,24.3621,0.958115,0.61496,0
18,24.3621,0.958115,0.61496,0
19,24.3621,0.958115,0.61496,0
20,24.3621,0.958115,0.61496,0
21,24.3621,0.958115,0.61496,0
22,24.3621,0.958115,0.61496,0
23,24.3621,0.958115,0.61496,0
24,24.3621,0.958115,0.61496,0
25,24.3621,0.958115,0.61496,0
26,24.3621,0.958115,0.61496,0
27,24.3621,0.958115,0.61496,0
28,24.3621,0.958115,0.61496,0
29,24.3621,0.958115,0.61496,0
30,24.3621,0.958115,0.61496,0
31,24.3621,0.958115,0.61496,0
