timestamp,source_ip,port,traffic_type,packet_size,sim_time
2025-06-03 12:32:45,192.168.1.32,10,Normal,512,53.525
2025-06-03 12:32:45,192.168.1.32,10,Normal,512,53.526
2025-06-03 12:32:45,192.168.1.32,10,Normal,512,53.5277
2025-06-03 12:32:45,192.168.1.32,10,Normal,512,53.5307
2025-06-03 12:32:45,192.168.1.31,10,Normal,512,53.5455
2025-06-03 12:32:45,192.168.1.31,10,Normal,512,53.5469
2025-06-03 12:32:45,192.168.1.31,10,Normal,512,53.5506
2025-06-03 12:32:45,192.168.1.31,10,Normal,512,53.5542
2025-06-03 12:32:45,192.168.1.31,10,Normal,512,53.5545
2025-06-03 12:32:45,192.168.1.32,10,Normal,512,53.5567
2025-06-03 12:32:45,192.168.1.32,10,Normal,512,53.5579
2025-06-03 12:32:45,192.168.1.32,10,Normal,512,53.5607
2025-06-03 12:32:45,192.168.1.31,10,Normal,512,53.5618
2025-06-03 12:32:45,192.168.1.31,10,Normal,512,53.5645
2025-06-03 12:32:45,192.168.1.31,10,Normal,512,53.5656
2025-06-03 12:32:45,192.168.1.32,10,Normal,512,53.5709
2025-06-03 12:32:45,192.168.1.31,10,Normal,512,53.5719
2025-06-03 12:32:45,192.168.1.31,10,Normal,512,53.5809
2025-06-03 12:32:45,192.168.1.32,10,Normal,512,53.582
2025-06-03 12:32:45,192.168.1.32,10,Normal,512,53.591
2025-06-03 12:32:45,192.168.1.31,10,Normal,512,53.5918
2025-06-03 12:32:45,192.168.1.31,10,Normal,512,53.6012
2025-06-03 12:32:45,192.168.1.32,10,Normal,512,53.602
2025-06-03 12:32:45,192.168.1.31,10,Normal,512,53.611
2025-06-03 12:32:45,192.168.1.32,10,Normal,512,53.6118
2025-06-03 12:32:45,192.168.1.31,10,Normal,512,53.6209
2025-06-03 12:32:45,192.168.1.32,10,Normal,512,53.6219
2025-06-03 12:32:45,192.168.1.31,10,Normal,512,53.6309
2025-06-03 12:32:45,192.168.1.32,10,Normal,512,53.6318
2025-06-03 12:32:45,192.168.1.31,10,Normal,512,53.641
2025-06-03 12:32:45,192.168.1.32,10,Normal,512,53.6418
2025-06-03 12:32:45,192.168.1.31,10,Normal,512,53.6509
2025-06-03 12:32:45,192.168.1.32,10,Normal,512,53.652
2025-06-03 12:32:45,192.168.1.32,10,Normal,512,53.661
2025-06-03 12:32:45,192.168.1.31,10,Normal,512,53.6628
2025-06-03 12:32:45,192.168.1.31,10,Normal,512,53.671
2025-06-03 12:32:45,192.168.1.32,10,Normal,512,53.6718
2025-06-03 12:32:45,192.168.1.31,10,Normal,512,53.6814
2025-06-03 12:32:45,192.168.1.32,10,Normal,512,53.6824
2025-06-03 12:32:45,192.168.1.32,10,Normal,512,53.6911
2025-06-03 12:32:45,192.168.1.31,10,Normal,512,53.692
2025-06-03 12:32:45,192.168.1.32,10,Normal,512,53.7013
2025-06-03 12:32:45,192.168.1.31,10,Normal,512,53.7031
2025-06-03 12:32:45,192.168.1.31,10,Normal,512,53.7109
