node_id,throughput_avg,delay_avg,jitter_avg,energy_consumed
0,6.46411,0.887337,0.640307,0
1,6.46411,0.887337,0.640307,0
2,6.46411,0.887337,0.640307,0
3,6.46411,0.887337,0.640307,0
4,6.46411,0.887337,0.640307,0
5,6.46411,0.887337,0.640307,0
6,6.46411,0.887337,0.640307,0
7,6.46411,0.887337,0.640307,0
8,6.46411,0.887337,0.640307,0
9,6.46411,0.887337,0.640307,0
10,6.46411,0.887337,0.640307,0
11,6.46411,0.887337,0.640307,0
12,6.46411,0.887337,0.640307,0
13,6.46411,0.887337,0.640307,0
14,6.46411,0.887337,0.640307,0
15,6.46411,0.887337,0.640307,0
16,6.46411,0.887337,0.640307,0
17,6.46411,0.887337,0.640307,0
18,6.46411,0.887337,0.640307,0
19,6.46411,0.887337,0.640307,0
20,6.46411,0.887337,0.640307,0
21,6.46411,0.887337,0.640307,0
22,6.46411,0.887337,0.640307,0
23,6.46411,0.887337,0.640307,0
24,6.46411,0.887337,0.640307,0
25,6.46411,0.887337,0.640307,0
26,6.46411,0.887337,0.640307,0
27,6.46411,0.887337,0.640307,0
28,6.46411,0.887337,0.640307,0
29,6.46411,0.887337,0.640307,0
30,6.46411,0.887337,0.640307,0
31,6.46411,0.887337,0.640307,0
32,6.46411,0.887337,0.640307,0
33,6.46411,0.887337,0.640307,0
34,6.46411,0.887337,0.640307,0
