timestamp,protocolo,nodos_fijos,nodos_moviles,nodos_maliciosos,nodos_interferentes,throughput_promedio,throughput_maximo,delay_promedio,delay_maximo,delay_minimo,jitter_promedio,perdida_paquetes,pdr,paquetes_totales,paquetes_perdidos,numero_flujos,tiempo_simulacion
2025-06-03 09:25:31,DSDV,20,10,0,3,0.776727,25.632000,0.283066,4.054984,0.003064,0.231118,50.788644,49.211356,951,483,33,60.000000
