node_id,throughput_avg,delay_avg,jitter_avg,energy_consumed
0,5.04136,1.14492,0.82275,0
1,5.04136,1.14492,0.82275,0
2,5.04136,1.14492,0.82275,0
3,5.04136,1.14492,0.82275,0
4,5.04136,1.14492,0.82275,0
5,5.04136,1.14492,0.82275,0
6,5.04136,1.14492,0.82275,0
7,5.04136,1.14492,0.82275,0
8,5.04136,1.14492,0.82275,0
9,5.04136,1.14492,0.82275,0
10,5.04136,1.14492,0.82275,0
11,5.04136,1.14492,0.82275,0
12,5.04136,1.14492,0.82275,0
13,5.04136,1.14492,0.82275,0
14,5.04136,1.14492,0.82275,0
15,5.04136,1.14492,0.82275,0
16,5.04136,1.14492,0.82275,0
17,5.04136,1.14492,0.82275,0
18,5.04136,1.14492,0.82275,0
19,5.04136,1.14492,0.82275,0
20,5.04136,1.14492,0.82275,0
21,5.04136,1.14492,0.82275,0
22,5.04136,1.14492,0.82275,0
23,5.04136,1.14492,0.82275,0
24,5.04136,1.14492,0.82275,0
25,5.04136,1.14492,0.82275,0
26,5.04136,1.14492,0.82275,0
27,5.04136,1.14492,0.82275,0
28,5.04136,1.14492,0.82275,0
29,5.04136,1.14492,0.82275,0
30,5.04136,1.14492,0.82275,0
31,5.04136,1.14492,0.82275,0
32,5.04136,1.14492,0.82275,0
