timestamp,protocolo,nodos_fijos,nodos_moviles,nodos_maliciosos,nodos_interferentes,throughput_promedio,throughput_maximo,delay_promedio,delay_maximo,delay_minimo,jitter_promedio,perdida_paquetes,pdr,paquetes_totales,paquetes_perdidos,numero_flujos,tiempo_simulacion
2025-06-03 09:24:04,DSDV,20,10,0,3,0.610909,20.160000,0.097630,0.501140,0.003807,0.125139,58.569926,41.430074,951,557,33,60.000000
