timestamp,protocolo,nodos_fijos,nodos_moviles,nodos_maliciosos,nodos_interferentes,throughput_promedio,throughput_maximo,delay_promedio,delay_maximo,delay_minimo,jitter_promedio,perdida_paquetes,pdr,paquetes_totales,paquetes_perdidos,numero_flujos,tiempo_simulacion
2025-06-03 10:34:36,DSR,20,10,2,0,5.9392,5.9392,35.878263218390806,59.0017,11.0063,0.5580860465116279,0.0,100.0,87,0,1,60.0
