timestamp,source_ip,port,traffic_type,packet_size,sim_time
2025-06-03 09:57:04,192.168.1.7,9,Normal,512,3.02134
2025-06-03 09:57:04,192.168.1.14,9,Normal,512,3.03869
2025-06-03 09:57:04,192.168.1.8,9,Normal,512,3.04498
2025-06-03 09:57:04,192.168.1.16,9,Normal,512,3.05128
2025-06-03 09:57:04,192.168.1.22,9,Normal,512,3.05646
2025-06-03 09:57:04,192.168.1.30,9,Normal,512,3.06285
2025-06-03 09:57:04,192.168.1.19,9,Normal,512,3.06923
2025-06-03 09:57:04,192.168.1.2,9,Normal,512,3.0756
2025-06-03 09:57:04,192.168.1.3,9,Normal,512,3.08203
2025-06-03 09:57:04,192.168.1.9,9,Normal,512,3.08846
2025-06-03 09:57:04,192.168.1.6,9,Normal,512,3.09481
2025-06-03 09:57:04,192.168.1.12,9,Normal,512,3.10109
2025-06-03 09:57:04,192.168.1.11,9,Normal,512,3.1076
2025-06-03 09:57:04,192.168.1.2,9,Normal,512,5.00111
2025-06-03 09:57:04,192.168.1.3,9,Normal,512,5.00134
2025-06-03 09:57:04,192.168.1.7,9,Normal,512,5.00171
2025-06-03 09:57:04,192.168.1.16,9,Normal,512,5.00202
2025-06-03 09:57:04,192.168.1.9,9,Normal,512,5.00229
2025-06-03 09:57:04,192.168.1.30,9,Normal,512,5.00258
2025-06-03 09:57:04,192.168.1.12,9,Normal,512,5.00285
2025-06-03 09:57:04,192.168.1.6,9,Normal,512,5.0034
2025-06-03 09:57:04,192.168.1.8,9,Normal,512,5.0042
2025-06-03 09:57:04,192.168.1.22,9,Normal,512,5.00447
2025-06-03 09:57:04,192.168.1.14,9,Normal,512,5.00477
2025-06-03 09:57:04,192.168.1.19,9,Normal,512,5.00516
2025-06-03 09:57:04,192.168.1.11,9,Normal,512,5.00539
2025-06-03 09:57:04,192.168.1.27,9,Normal,512,5.01521
2025-06-03 09:57:04,192.168.1.20,9,Normal,512,5.02081
2025-06-03 09:57:04,192.168.1.14,9,Normal,512,7.00056
2025-06-03 09:57:04,192.168.1.16,9,Normal,512,7.00083
2025-06-03 09:57:04,192.168.1.2,9,Normal,512,7.00136
2025-06-03 09:57:04,192.168.1.6,9,Normal,512,7.00184
2025-06-03 09:57:04,192.168.1.9,9,Normal,512,7.00212
2025-06-03 09:57:04,192.168.1.22,9,Normal,512,7.00257
2025-06-03 09:57:04,192.168.1.8,9,Normal,512,7.00284
2025-06-03 09:57:04,192.168.1.7,9,Normal,512,7.00309
2025-06-03 09:57:04,192.168.1.11,9,Normal,512,7.00335
2025-06-03 09:57:04,192.168.1.3,9,Normal,512,7.00396
2025-06-03 09:57:04,192.168.1.12,9,Normal,512,7.00431
2025-06-03 09:57:04,192.168.1.30,9,Normal,512,7.00464
2025-06-03 09:57:04,192.168.1.19,9,Normal,512,7.00502
2025-06-03 09:57:04,192.168.1.20,9,Normal,512,7.00574
2025-06-03 09:57:04,192.168.1.27,9,Normal,512,7.00727
2025-06-03 09:57:04,192.168.1.28,9,Normal,512,8.01102
2025-06-03 09:57:05,192.168.1.8,9,Normal,512,9.00086
2025-06-03 09:57:05,192.168.1.6,9,Normal,512,9.00119
2025-06-03 09:57:05,192.168.1.16,9,Normal,512,9.00158
2025-06-03 09:57:05,192.168.1.22,9,Normal,512,9.0019
2025-06-03 09:57:05,192.168.1.7,9,Normal,512,9.00213
2025-06-03 09:57:05,192.168.1.30,9,Normal,512,9.00246
2025-06-03 09:57:05,192.168.1.19,9,Normal,512,9.00308
2025-06-03 09:57:05,192.168.1.2,9,Normal,512,9.00333
2025-06-03 09:57:05,192.168.1.9,9,Normal,512,9.00389
2025-06-03 09:57:05,192.168.1.3,9,Normal,512,9.00432
2025-06-03 09:57:05,192.168.1.14,9,Normal,512,9.00551
2025-06-03 09:57:05,192.168.1.20,9,Normal,512,9.00607
2025-06-03 09:57:05,192.168.1.11,9,Normal,512,9.00631
2025-06-03 09:57:05,192.168.1.28,9,Normal,512,9.00654
2025-06-03 09:57:05,192.168.1.27,9,Normal,512,9.00739
2025-06-03 09:57:05,192.168.1.12,9,Normal,512,9.00825
2025-06-03 09:57:07,192.168.1.22,9,Normal,512,11.0007
2025-06-03 09:57:07,192.168.1.6,9,Normal,512,11.001
2025-06-03 09:57:07,192.168.1.30,9,Normal,512,11.0013
2025-06-03 09:57:07,192.168.1.19,9,Normal,512,11.0016
2025-06-03 09:57:07,192.168.1.3,9,Normal,512,11.0019
2025-06-03 09:57:07,192.168.1.7,9,Normal,512,11.0022
2025-06-03 09:57:07,192.168.1.14,9,Normal,512,11.0024
2025-06-03 09:57:07,192.168.1.12,9,Normal,512,11.0027
2025-06-03 09:57:07,192.168.1.2,9,Normal,512,11.003
2025-06-03 09:57:07,192.168.1.16,9,Normal,512,11.0035
2025-06-03 09:57:07,192.168.1.9,9,Normal,512,11.0039
2025-06-03 09:57:07,192.168.1.8,9,Normal,512,11.0046
2025-06-03 09:57:07,192.168.1.11,9,Normal,512,11.0051
2025-06-03 09:57:07,192.168.1.20,9,Normal,512,11.0058
2025-06-03 09:57:07,192.168.1.28,9,Normal,512,11.0068
2025-06-03 09:57:07,192.168.1.27,9,Normal,512,11.0086
2025-06-03 09:57:12,192.168.1.2,9,Normal,512,13.0008
2025-06-03 09:57:12,192.168.1.22,9,Normal,512,13.0011
2025-06-03 09:57:12,192.168.1.3,9,Normal,512,13.0014
2025-06-03 09:57:12,192.168.1.6,9,Normal,512,13.0017
2025-06-03 09:57:12,192.168.1.7,9,Normal,512,13.0019
2025-06-03 09:57:12,192.168.1.8,9,Normal,512,13.0023
2025-06-03 09:57:12,192.168.1.11,9,Normal,512,13.0025
2025-06-03 09:57:12,192.168.1.16,9,Normal,512,13.0028
2025-06-03 09:57:12,192.168.1.30,9,Normal,512,13.0031
2025-06-03 09:57:12,192.168.1.9,9,Normal,512,13.0035
2025-06-03 09:57:12,192.168.1.19,9,Normal,512,13.0039
2025-06-03 09:57:12,192.168.1.14,9,Normal,512,13.0045
2025-06-03 09:57:12,192.168.1.12,9,Normal,512,13.0049
2025-06-03 09:57:12,192.168.1.27,9,Normal,512,13.0062
2025-06-03 09:57:12,192.168.1.20,9,Normal,512,13.052
2025-06-03 09:57:12,192.168.1.28,9,Normal,512,13.0525
2025-06-03 09:57:14,192.168.1.25,9,Normal,512,14.0424
2025-06-03 09:57:16,192.168.1.6,9,Normal,512,15.0008
2025-06-03 09:57:16,192.168.1.12,9,Normal,512,15.001
2025-06-03 09:57:16,192.168.1.8,9,Normal,512,15.0012
2025-06-03 09:57:16,192.168.1.3,9,Normal,512,15.0016
2025-06-03 09:57:16,192.168.1.2,9,Normal,512,15.0018
2025-06-03 09:57:16,192.168.1.14,9,Normal,512,15.0024
2025-06-03 09:57:16,192.168.1.9,9,Normal,512,15.0027
2025-06-03 09:57:16,192.168.1.7,9,Normal,512,15.0029
2025-06-03 09:57:16,192.168.1.30,9,Normal,512,15.0032
2025-06-03 09:57:16,192.168.1.22,9,Normal,512,15.0038
2025-06-03 09:57:16,192.168.1.16,9,Normal,512,15.0042
2025-06-03 09:57:16,192.168.1.11,9,Normal,512,15.0072
2025-06-03 09:57:16,192.168.1.27,9,Normal,512,15.0078
2025-06-03 09:57:16,192.168.1.20,9,Normal,512,15.0083
2025-06-03 09:57:16,192.168.1.19,9,Normal,512,15.0188
2025-06-03 09:57:16,192.168.1.28,9,Normal,512,15.0202
2025-06-03 09:57:16,192.168.1.25,9,Normal,512,15.0232
