node_id,throughput_avg,delay_avg,jitter_avg,energy_consumed
0,55.1172,0.0996216,0.0745061,0
1,55.1172,0.0996216,0.0745061,0
2,55.1172,0.0996216,0.0745061,0
3,55.1172,0.0996216,0.0745061,0
4,55.1172,0.0996216,0.0745061,0
5,55.1172,0.0996216,0.0745061,0
6,55.1172,0.0996216,0.0745061,0
7,55.1172,0.0996216,0.0745061,0
8,55.1172,0.0996216,0.0745061,0
9,55.1172,0.0996216,0.0745061,0
10,55.1172,0.0996216,0.0745061,0
11,55.1172,0.0996216,0.0745061,0
12,55.1172,0.0996216,0.0745061,0
13,55.1172,0.0996216,0.0745061,0
14,55.1172,0.0996216,0.0745061,0
15,55.1172,0.0996216,0.0745061,0
16,55.1172,0.0996216,0.0745061,0
17,55.1172,0.0996216,0.0745061,0
18,55.1172,0.0996216,0.0745061,0
19,55.1172,0.0996216,0.0745061,0
20,55.1172,0.0996216,0.0745061,0
21,55.1172,0.0996216,0.0745061,0
22,55.1172,0.0996216,0.0745061,0
23,55.1172,0.0996216,0.0745061,0
24,55.1172,0.0996216,0.0745061,0
25,55.1172,0.0996216,0.0745061,0
26,55.1172,0.0996216,0.0745061,0
27,55.1172,0.0996216,0.0745061,0
28,55.1172,0.0996216,0.0745061,0
29,55.1172,0.0996216,0.0745061,0
