node_id,throughput_avg,delay_avg,jitter_avg,energy_consumed
0,233.157,0.889272,0.393206,0
1,233.157,0.889272,0.393206,0
2,233.157,0.889272,0.393206,0
3,233.157,0.889272,0.393206,0
4,233.157,0.889272,0.393206,0
5,233.157,0.889272,0.393206,0
6,233.157,0.889272,0.393206,0
7,233.157,0.889272,0.393206,0
8,233.157,0.889272,0.393206,0
9,233.157,0.889272,0.393206,0
10,233.157,0.889272,0.393206,0
11,233.157,0.889272,0.393206,0
12,233.157,0.889272,0.393206,0
13,233.157,0.889272,0.393206,0
14,233.157,0.889272,0.393206,0
15,233.157,0.889272,0.393206,0
16,233.157,0.889272,0.393206,0
17,233.157,0.889272,0.393206,0
18,233.157,0.889272,0.393206,0
19,233.157,0.889272,0.393206,0
20,233.157,0.889272,0.393206,0
21,233.157,0.889272,0.393206,0
22,233.157,0.889272,0.393206,0
23,233.157,0.889272,0.393206,0
24,233.157,0.889272,0.393206,0
25,233.157,0.889272,0.393206,0
26,233.157,0.889272,0.393206,0
27,233.157,0.889272,0.393206,0
28,233.157,0.889272,0.393206,0
29,233.157,0.889272,0.393206,0
30,233.157,0.889272,0.393206,0
31,233.157,0.889272,0.393206,0
32,233.157,0.889272,0.393206,0
33,233.157,0.889272,0.393206,0
34,233.157,0.889272,0.393206,0
