timestamp,protocolo,nodos_fijos,nodos_moviles,nodos_maliciosos,nodos_interferentes,throughput_promedio,throughput_maximo,delay_promedio,delay_maximo,delay_minimo,jitter_promedio,perdida_paquetes,pdr,paquetes_totales,paquetes_perdidos,numero_flujos,tiempo_simulacion
2025-06-03 12:49:13,OLSR,20,10,2,3,7.367294,250.488000,0.626555,7.269961,0.001745,0.438545,58.533223,41.466777,10881,6369,34,60.000000
