node_id,throughput_avg,delay_avg,jitter_avg,energy_consumed
0,42.4552,0.0397945,0.0256544,0
1,42.4552,0.0397945,0.0256544,0
2,42.4552,0.0397945,0.0256544,0
3,42.4552,0.0397945,0.0256544,0
4,42.4552,0.0397945,0.0256544,0
5,42.4552,0.0397945,0.0256544,0
6,42.4552,0.0397945,0.0256544,0
7,42.4552,0.0397945,0.0256544,0
8,42.4552,0.0397945,0.0256544,0
9,42.4552,0.0397945,0.0256544,0
10,42.4552,0.0397945,0.0256544,0
11,42.4552,0.0397945,0.0256544,0
12,42.4552,0.0397945,0.0256544,0
13,42.4552,0.0397945,0.0256544,0
14,42.4552,0.0397945,0.0256544,0
15,42.4552,0.0397945,0.0256544,0
16,42.4552,0.0397945,0.0256544,0
17,42.4552,0.0397945,0.0256544,0
18,42.4552,0.0397945,0.0256544,0
19,42.4552,0.0397945,0.0256544,0
20,42.4552,0.0397945,0.0256544,0
21,42.4552,0.0397945,0.0256544,0
22,42.4552,0.0397945,0.0256544,0
23,42.4552,0.0397945,0.0256544,0
24,42.4552,0.0397945,0.0256544,0
25,42.4552,0.0397945,0.0256544,0
26,42.4552,0.0397945,0.0256544,0
27,42.4552,0.0397945,0.0256544,0
28,42.4552,0.0397945,0.0256544,0
29,42.4552,0.0397945,0.0256544,0
30,42.4552,0.0397945,0.0256544,0
31,42.4552,0.0397945,0.0256544,0
32,42.4552,0.0397945,0.0256544,0
