timestamp,protocolo,nodos_fijos,nodos_moviles,nodos_maliciosos,nodos_interferentes,throughput_promedio,throughput_maximo,delay_promedio,delay_maximo,delay_minimo,jitter_promedio,perdida_paquetes,pdr,paquetes_totales,paquetes_perdidos,numero_flujos,tiempo_simulacion
2025-06-03 12:12:32,AODV,20,10,2,3,0.337803,303.685067,1.383851,52.263929,0.000588,0.960108,30.899735,69.100265,26819,8287,899,60.000000
