node_id,throughput_avg,delay_avg,jitter_avg,energy_consumed
0,41.7103,0.0720266,0.0955581,0
1,41.7103,0.0720266,0.0955581,0
2,41.7103,0.0720266,0.0955581,0
3,41.7103,0.0720266,0.0955581,0
4,41.7103,0.0720266,0.0955581,0
5,41.7103,0.0720266,0.0955581,0
6,41.7103,0.0720266,0.0955581,0
7,41.7103,0.0720266,0.0955581,0
8,41.7103,0.0720266,0.0955581,0
9,41.7103,0.0720266,0.0955581,0
10,41.7103,0.0720266,0.0955581,0
11,41.7103,0.0720266,0.0955581,0
12,41.7103,0.0720266,0.0955581,0
13,41.7103,0.0720266,0.0955581,0
14,41.7103,0.0720266,0.0955581,0
15,41.7103,0.0720266,0.0955581,0
16,41.7103,0.0720266,0.0955581,0
17,41.7103,0.0720266,0.0955581,0
18,41.7103,0.0720266,0.0955581,0
19,41.7103,0.0720266,0.0955581,0
20,41.7103,0.0720266,0.0955581,0
21,41.7103,0.0720266,0.0955581,0
22,41.7103,0.0720266,0.0955581,0
23,41.7103,0.0720266,0.0955581,0
24,41.7103,0.0720266,0.0955581,0
25,41.7103,0.0720266,0.0955581,0
26,41.7103,0.0720266,0.0955581,0
27,41.7103,0.0720266,0.0955581,0
28,41.7103,0.0720266,0.0955581,0
29,41.7103,0.0720266,0.0955581,0
