node_id,throughput_avg,delay_avg,jitter_avg,energy_consumed
0,12.4892,1.19935,0.899351,0
1,12.4892,1.19935,0.899351,0
2,12.4892,1.19935,0.899351,0
3,12.4892,1.19935,0.899351,0
4,12.4892,1.19935,0.899351,0
5,12.4892,1.19935,0.899351,0
6,12.4892,1.19935,0.899351,0
7,12.4892,1.19935,0.899351,0
8,12.4892,1.19935,0.899351,0
9,12.4892,1.19935,0.899351,0
10,12.4892,1.19935,0.899351,0
11,12.4892,1.19935,0.899351,0
12,12.4892,1.19935,0.899351,0
13,12.4892,1.19935,0.899351,0
14,12.4892,1.19935,0.899351,0
15,12.4892,1.19935,0.899351,0
16,12.4892,1.19935,0.899351,0
17,12.4892,1.19935,0.899351,0
18,12.4892,1.19935,0.899351,0
19,12.4892,1.19935,0.899351,0
20,12.4892,1.19935,0.899351,0
21,12.4892,1.19935,0.899351,0
22,12.4892,1.19935,0.899351,0
23,12.4892,1.19935,0.899351,0
24,12.4892,1.19935,0.899351,0
25,12.4892,1.19935,0.899351,0
26,12.4892,1.19935,0.899351,0
27,12.4892,1.19935,0.899351,0
28,12.4892,1.19935,0.899351,0
29,12.4892,1.19935,0.899351,0
30,12.4892,1.19935,0.899351,0
31,12.4892,1.19935,0.899351,0
32,12.4892,1.19935,0.899351,0
33,12.4892,1.19935,0.899351,0
34,12.4892,1.19935,0.899351,0
