timestamp,protocolo,nodos_fijos,nodos_moviles,nodos_maliciosos,nodos_interferentes,throughput_promedio,throughput_maximo,delay_promedio,delay_maximo,delay_minimo,jitter_promedio,perdida_paquetes,pdr,paquetes_totales,paquetes_perdidos,numero_flujos,tiempo_simulacion
2025-06-03 09:33:16,AODV,20,10,2,0,0.097116,83.422933,0.966821,25.827965,0.002425,0.646577,49.553257,50.446743,18467,9151,859,60.000000
